x_pos,y_pos
259.35,-857.38
-836.21,360.71
655.53,-614.54
-659.42,677.65
-905.24,176.22
634.2,636.14
-908.49,-127.88
-937.59,137.24
887.27,-366.72
868.26,434.63
-916.43,301.65
149.17,938.98
27.57,988.73
783.91,625.59
882.77,-445.63
814.23,-543.25
-763.79,652.84
549.79,-855.8
596.57,807.13
-705.94,-511.24
960.18,-355.33
864.39,-511.01
422.43,-959.11
354.82,-968.81
933.11,-476.48
949.74,24.56
698.08,-798.8
737.13,701.54
-499.6,968.23
-565.18,-884.74
-983.7,514.86
-700.96,-908.82
-980.58,441.16
363.58,988.43
-942.92,-547.6
988.75,668.66
937.31,678.38
-818.04,-883.62
-880.73,798.96
-931.08,-755.82
924.73,776.7
942.06,885.15
-965.64,978.38
-882.54,-757.73
777.77,-936.49
919.86,-626.69
951.51,779.32
